RowNumber,CustomerId,Surname,Gender,Age,Balance,EstimatedSalary
5471,15736124,Thompson,Male,25,102585.88,115387.4
5472,15623202,Maslov,Female,39,102556.18,171971.25
5473,15804201,Jones,Male,42,126772.57,126106.4
5474,15596863,Chidumaga,Female,38,158373.23,28228.35
5475,15696277,Hs?,Female,34,0,138113.71
5476,15748608,Trentini,Male,42,141927.1,43018.98
5477,15723864,Lucas,Male,47,109876.82,83611.45
5478,15802390,Willoughby,Female,34,0,118863.38
5479,15774336,Jamieson,Male,44,111369.79,91947.74
5480,15648766,Robertson,Male,35,116969.35,94488.82
5481,15659094,Ojiofor,Female,34,136729.51,47058.21
5482,15606397,Cameron,Female,44,152086.15,44719.5
5483,15642619,Mayne,Male,46,0,174478.54
5484,15666032,Mancini,Male,28,127289.28,45611.51
5485,15595842,Paramor,Male,45,119852.01,73853.94
5486,15753837,Young,Male,38,0,196517.43
5487,15783882,Daly,Female,41,0,92914.67
5488,15799790,Carter,Male,35,0,31372.91
5489,15628155,Dike,Female,35,117183.74,109733.73
5490,15703778,Hughes,Male,33,129907.63,36083.96
5491,15722322,Green,Female,78,0,188435.38
5492,15639278,Chinomso,Female,36,145387.32,169963.2
5493,15568487,Gorshkov,Male,35,124616.23,69320.97
5494,15682084,Chinomso,Male,31,0,36145.53
5495,15642821,Ijendu,Female,48,95808.19,137702.01
5496,15601387,Yen,Male,35,0,71594.26
5497,15642515,Arcuri,Female,42,0,65565.92
5498,15710421,Baresi,Female,36,117152.3,101828.39
5499,15726774,Field,Male,35,106250.72,39546.32
5500,15649078,Christian,Female,27,111837.78,110805.79
5501,15641877,Ross,Male,47,97023.21,2168.13
5502,15796496,Trevisani,Female,31,137687.72,190067.12
5503,15815690,Akabueze,Female,40,113348.5,77789.01
5504,15631739,Dunn,Male,24,122109.78,127654.37
5505,15625584,Martin,Male,32,120452.4,79602.86
5506,15802466,Donaldson,Female,53,0,80619.17
5507,15697028,McClinton,Male,34,65812.35,160346.3
5508,15575759,Bentley,Female,40,54428.37,109638.78
5509,15567442,Ibezimako,Female,75,0,1276.87
5510,15746805,Thomson,Male,33,0,49374.82
5511,15636330,Ch'in,Female,48,143279.58,31580.8
5512,15714970,Holbrook,Male,32,103846.65,20560.69
5513,15653784,Solomina,Male,37,125190.86,84584.69
5514,15693543,McDonald,Female,33,0,15246.83
5515,15773283,Dennis,Male,65,38340.02,32607.77
5516,15742534,Faulk,Female,28,123802.98,155846.69
5517,15569878,Dale,Male,37,96651.03,3232.82
5518,15729454,Gorbunov,Male,33,0,177668.55
5519,15578375,Farrell,Male,39,0,134441.6
5520,15785559,De Luca,Male,43,133237.21,111032.79
5521,15649414,Walker,Female,61,142105.35,45214.04
5522,15701605,Forster,Male,37,166115.42,67208.3
5523,15686696,Brown,Female,37,81070.34,80985.88
5524,15625586,Monaldo,Male,35,0,167573.06
5525,15654975,Wu,Female,53,123835.52,160110.65
5526,15782993,Pan,Male,51,123401.43,127825.25
5527,15774382,Longo,Male,49,169377.31,123535.05
5528,15689602,Findlay,Male,38,130015.24,41595.3
5529,15756155,Fu,Male,32,0,97628.08
5530,15812647,Yin,Male,34,133936.04,91359.79
5531,15736043,Hamilton,Male,34,114543.27,97755.29
5532,15696744,Miller,Female,31,119794.67,182528.44
5533,15602572,Hsing,Male,33,0,142956.48
5534,15674765,Mitchell,Male,44,0,10789.3
5535,15678725,Chamberlin,Female,29,0,130461.09
5536,15694444,Buttenshaw,Female,32,157138.99,190994.48
5537,15795878,Anayochukwu,Male,45,0,159463.8
5538,15735346,Wallace,Female,41,136733.24,57589.29
5539,15687094,Calabresi,Female,28,82498.14,40437.67
5540,15790067,Sun,Male,39,151914.93,56459.45
5541,15605742,Tuan,Male,43,80090.93,39920
5542,15566740,Nazarova,Male,51,83739.32,148798.45
5543,15664897,Bryant,Female,35,181166.44,63737.19
5544,15585777,Pai,Male,38,130588.82,154997.64
5545,15650864,Power,Male,42,0,34777.23
5546,15806709,Hao,Male,33,94126.67,93718.16
5547,15633818,McMillan,Male,32,0,133112.41
5548,15713845,Merrett,Male,38,148045.68,175479.92
5549,15639662,Phillips,Male,38,0,96.27
5550,15567013,De Luca,Male,33,0,30804.68
5551,15777784,Tu,Female,44,168165.84,197193.49
5552,15800251,Elder,Female,26,72835.56,96792.15
5553,15651315,Dilke,Male,41,0,132719.8
5554,15651450,Panicucci,Male,31,123212.08,112157.31
5555,15784218,Mason,Male,38,0,38015.34
5556,15572398,Townsend,Female,39,0,164018.98
5557,15707962,Gunson,Male,40,119501.88,46774.94
5558,15705663,Milano,Female,39,144550.83,189664.43
5559,15645355,Macleod,Male,34,126729.41,26106.39
5560,15729557,Olisaemeka,Male,36,119984.07,191535.11
5561,15631436,Gleeson,Male,35,0,158937.55
5562,15583073,Martin,Female,56,0,25222.6
5563,15614361,Liao,Male,42,121490.05,29296.74
5564,15724684,Sung,Male,46,91897.8,54394.28
5565,15700083,Lai,Male,39,139443.75,9234.06
5566,15636541,Cartwright,Male,35,144961.97,26796.73
5567,15796015,Wu,Male,42,126041.02,11796.89
5568,15787222,Ch'in,Male,28,69459.05,128461.29
5569,15594270,Biryukov,Male,38,198338.77,14278.18
5570,15701524,Ting,Male,36,0,46811.77
5571,15645847,P'eng,Male,35,109196.66,109393.19
5572,15708867,Niu,Female,38,134168.5,3966.5
5573,15613140,Mellor,Male,34,0,63173.64
5574,15628893,Power,Male,29,0,66367.33
5575,15764073,Arcuri,Female,36,0,16274.67
5576,15782879,Lang,Male,40,0,180553.48
5577,15635964,Eve,Male,65,120100.41,107563.16
5578,15726087,Ch'in,Female,62,0,100941.57
5579,15726313,Napolitani,Female,50,0,110230.4
5580,15578073,Barker,Male,22,0,142331.85
5581,15786249,Whitfield,Male,30,0,199099.51
5582,15812850,Stradford,Male,67,0,85890.16
5583,15596972,Brownlow,Male,38,0,143938.27
5584,15620579,Dunn,Female,31,0,131644.41
5585,15768270,DeRose,Female,31,0,112395.98
5586,15656597,Wang,Male,38,135559.8,71856.3
5587,15699446,Hobbs,Female,25,150355.35,35770.84
5588,15615004,Anderson,Female,37,0,124364.63
5589,15704771,Ugochukwu,Female,35,133489.12,78101.29
5590,15588372,Kirsova,Female,37,105489.31,143096.49
5591,15681439,Tsou,Male,25,60205.2,14073.11
5592,15607509,Ozerova,Male,38,0,47388.41
5593,15670343,Li,Male,19,0,72306.07
5594,15597968,Fyans,Male,50,0,184839.7
5595,15658432,Freeman,Male,40,0,47886.44
5596,15616431,Chiu,Male,33,0,130474.03
5597,15796957,Iadanza,Male,35,0,73181.39
5598,15815552,Ferguson,Female,42,112333.63,65706.86
5599,15631871,Kelly,Female,57,116936.81,104379.36
5600,15635870,She,Female,50,117721.02,192146.63
5601,15596713,Christie,Male,37,165896.22,66977.68
5602,15684211,Creel,Female,44,153656.85,158742.81
5603,15760521,Thompson,Female,50,94164,189414.74
5604,15608408,Lazareva,Male,39,0,159130.32
5605,15804721,Boni,Male,49,191808.73,97640.2
5606,15730272,Evseev,Male,58,152199.33,86022.09
5607,15741988,Marino,Female,52,125396.24,10014.72
5608,15771728,Mackenzie,Male,41,104405.54,17384.21
5609,15605113,Sutherland,Female,27,133801.49,143315.57
5610,15661945,Nicolay,Female,40,0,31669.18
5611,15783816,Lori,Female,28,0,12761.16
5612,15721207,Piazza,Male,42,100047.33,93429.95
5613,15764072,Somerville,Female,31,109848.6,42012.55
5614,15689412,Christie,Female,32,127849.38,15798.7
5615,15798385,Grave,Female,46,0,56408.14
5616,15775339,Lori,Female,29,95947.76,4696.44
5617,15585256,Iloerika,Male,26,0,25042.1
5618,15797329,Muir,Male,43,137638.69,130442.08
5619,15780220,Pauley,Male,38,0,136521.82
5620,15648951,Kao,Male,41,0,199108.88
5621,15752409,Grant,Male,31,0,124596.63
5622,15807524,Chukwuma,Female,44,0,134394.78
5623,15766649,Vincent,Male,38,89416.99,144275.39
5624,15696812,Lazareva,Male,42,0,123410.23
5625,15581295,Ch'ien,Female,45,0,143298.06
5626,15663234,Bishop,Female,60,143262.04,129562.74
5627,15741417,Chibuzo,Female,35,119656.45,4595.05
5628,15695174,Chang,Male,29,132954.64,146715.07
5629,15665168,Calabrese,Female,44,105206.7,163558.36
5630,15601503,Tokaryev,Male,28,0,6947.09
5631,15706131,Logan,Female,37,83061.26,9170.54
5632,15782758,Ozerova,Male,40,147650.68,199674.83
5633,15591091,Goering,Male,44,73348.56,157166.79
5634,15715877,Lo,Male,28,0,46072.52
5635,15756918,Simmons,Female,38,0,3524.69
5636,15746662,Maduabuchim,Female,27,116320.68,45563.94
5637,15626679,Linger,Male,33,0,59103.13
5638,15793343,Yeh,Female,29,0,189558.44
5639,15576774,Stevenson,Female,38,0,45779.9
5640,15801316,Ifeatu,Male,61,66250.71,21859.06
5641,15800514,Kenechukwu,Female,24,95675.62,162699.7
5642,15662232,Learmonth,Male,42,92616.64,8567.18
5643,15737778,Dickson,Female,41,0,132943.88
5644,15782096,Volkova,Female,36,0,12916.32
5645,15783522,Mitchell,Female,37,100565.94,128799.86
5646,15785373,Wong,Female,42,190305.78,99347.8
5647,15756272,James,Female,35,118536.4,40980.87
5648,15615245,Shao,Male,19,127649.64,40368.65
5649,15600174,Walton,Male,35,165358.77,94738.54
5650,15752956,Stanley,Male,29,0,88842.8
5651,15644882,Watson,Female,36,78249.53,136934.91
5652,15766272,Folliero,Female,61,125193.96,109356.53
5653,15800620,Fitzgerald,Female,29,0,199635.93
5654,15569764,Garner,Female,41,154007.21,158408.23
5655,15747458,Folliero,Female,43,133214.88,95936.84
5656,15573171,Liao,Male,63,146202.93,126688.83
5657,15736769,Lucchesi,Female,27,0,150850.29
5658,15763381,Chan,Male,30,90963.49,27802
5659,15814430,Ma,Male,41,0,32430.94
5660,15638607,Nwabugwu,Female,52,0,137332.37
5661,15737133,P'eng,Male,68,114386.85,28601.68
5662,15613945,Andrews,Female,26,0,108411.66
5663,15659937,Otutodilinna,Female,40,0,122518.5
5664,15765287,Grant,Female,38,0,9015.07
5665,15661723,Abramovich,Male,71,137260.78,94433.08
5666,15766064,Komarova,Male,33,111060.05,110371.84
5667,15649616,Otutodilichukwu,Male,60,124447.73,141364.62
5668,15719017,Donaldson,Female,34,0,16245.25
5669,15720919,Duggan,Male,42,0,108348.94
5670,15706706,Chinwendu,Male,33,135310.41,171668.2
5671,15709653,Hamilton,Male,32,0,67364.42
5672,15805104,Smith,Female,73,0,107867.38
5673,15622442,Mazzi,Male,29,0,194310.1
5674,15572801,Krischock,Male,34,139393.19,33950.08
5675,15767598,Kent,Male,28,0,197588.32
5676,15757897,Binder,Female,26,104258.8,428.23
5677,15568104,Zubarev,Female,26,0,34948.77
5678,15763414,Degtyarev,Male,32,113447.01,82084.3
5679,15732265,Obialo,Male,33,0,64804.59
5680,15621974,Davydova,Female,33,111063.73,83556.65
5681,15803947,Teng,Female,30,161378.02,71926.28
5682,15720706,Hsing,Female,39,82766.43,122925.44
5683,15759290,Coleman,Male,29,0,13133.88
5684,15651664,Wilder,Female,61,104267.7,62845.64
5685,15795132,Molineux,Female,25,91718.8,28411.23
5686,15811565,Cocci,Female,47,63488.7,28640.92
5687,15713774,Chikwendu,Female,46,12459.19,156787.34
5688,15691840,Fraser,Female,37,159863.9,125307.87
5689,15682021,Lai,Male,23,104592.55,131736.23
5690,15612931,Korovin,Female,50,132088.59,128262.14
5691,15676707,Sidorov,Female,39,0,91366.42
5692,15601383,Ibrahimova,Male,44,120654.68,82290.81
5693,15662662,Duigan,Female,30,0,66190.21
5694,15752694,Taylor,Female,32,83772.95,23920.65
5695,15590683,Donaldson,Female,31,172325.67,45438.38
5696,15773591,Jobson,Male,46,117685.31,93360.35
5697,15723620,Lu,Male,41,0,14496.67
5698,15671779,Nebechi,Male,39,0,168521.72
5699,15672966,Cross,Female,64,0,103318.44
5700,15624667,Wallace,Male,35,135871.5,87219.41
5701,15812888,Perreault,Male,41,0,197490.39
5702,15724154,Manna,Female,49,128504.76,126812.63
5703,15749540,Hsiung,Male,36,0,94283.09
5704,15621063,Gibbons,Female,42,56228.25,46857.52
5705,15661626,Algeranoff,Female,45,98792.4,81491.7
5706,15698703,Doherty,Male,40,181768.32,129107.97
5707,15801431,Rowe,Female,48,101198.01,49732.9
5708,15649451,Yates,Male,25,0,88728.47
5709,15626156,Galloway,Female,60,0,86981.45
5710,15606158,Genovese,Female,39,0,3740.93
5711,15589496,Arrington,Male,34,139064.06,67949.32
5712,15730345,Miah,Female,35,104508.1,147636.46
5713,15572038,Chijindum,Male,35,113948.58,188891.96
5714,15643439,Ferguson,Male,47,0,25482.62
5715,15604158,Smith,Female,39,0,18391.93
5716,15657396,Marshall,Male,31,0,140168.36
5717,15709478,P'an,Male,37,117524.72,161064.29
5718,15628824,Burton,Female,37,160389.82,183542.08
5719,15814519,Kamdibe,Female,37,0,194238.92
5720,15636520,Milani,Male,27,125547.53,7900.46
5721,15794414,Forbes,Male,46,92783.68,51424.29
5722,15643671,Chiekwugo,Male,49,97036.22,152450.84
5723,15700650,Cousens,Male,34,0,55816.2
5724,15680224,Ross,Female,26,0,32909.13
5725,15784286,Wood,Male,40,102145.13,100637.07
5726,15693996,Hawks,Female,33,113452.66,142911.99
5727,15764343,T'ien,Female,46,155681.72,26287.21
5728,15704168,Ting,Male,38,127475.24,60775.76
5729,15680197,Thynne,Male,41,0,146257.77
5730,15633729,Wang,Male,43,112751.13,28332
5731,15577683,Maclean,Female,29,0,100919.19
5732,15800746,Watson,Male,45,144889.18,102591.9
5733,15788686,Gibson,Male,40,0,25554.4
5734,15742798,French,Female,22,150126.44,152107.93
5735,15596647,Henderson,Male,54,69712.74,69381.05
5736,15756070,Greenwood,Female,44,0,101728.46
5737,15775116,Anderson,Male,31,0,89040.61
5738,15575428,Mistry,Female,35,117438.92,16910.98
5739,15654074,Tuan,Male,38,119315.75,150468.35
5740,15695872,Fiorentini,Female,30,89571.59,177613.19
5741,15568885,Scott,Female,34,102251.57,120672.09
5742,15725036,Jideofor,Male,42,118546.71,77142.85
5743,15632665,Yevseyev,Male,61,0,127804.66
5744,15571476,Kelly,Male,38,103257.14,158344.63
5745,15776850,Smith,Female,43,124209.02,167179.48
5746,15623649,Ogle,Male,32,0,15404.64
5747,15751131,Moss,Female,41,150302.84,156036.19
5748,15688128,Loggia,Male,34,108653.93,144725.14
5749,15678412,Nwankwo,Female,45,85325.93,22558.74
5750,15770291,Allan,Female,29,0,147342.03
5751,15583392,Woronoff,Male,37,135776.36,85470.45
5752,15690731,Wolfe,Male,40,131411.24,194656.11
5753,15697948,Henderson,Female,36,0,48505.1
5754,15608328,Sutherland,Female,41,0,101491.23
5755,15766378,Marsden,Female,45,106431.97,164117.69
5756,15600813,Hyde,Male,50,90305.76,124626.57
5757,15706217,Kao,Male,28,117466.03,34490.06
5758,15601417,T'ang,Male,32,148884.47,90967.37
5759,15610972,Crawford,Female,44,91115.76,24208.84
5760,15674620,Dilibe,Female,37,77373.87,174873.09
5761,15785350,Austin,Male,23,104744.89,170262.97
5762,15749119,Santiago,Female,31,0,112289.06
5763,15756535,Chibugo,Male,39,91538.51,93783
5764,15700965,Toscano,Female,32,0,150026.79
5765,15791851,Afanasyeva,Female,34,185734.75,102036.82
5766,15717156,Sokolov,Male,30,143396.54,898.51
5767,15740846,Wei,Male,40,125909.85,95124.4
5768,15573284,Olisanugo,Female,45,0,11514.39
5769,15729083,Gorman,Male,36,154525.7,27468.72
5770,15611612,Priestley,Female,29,0,37092.43
5771,15694381,Lloyd,Male,51,100654.8,171587.9
5772,15651737,Salmond,Male,44,83325.77,80828.78
5773,15663168,MacDonald,Male,35,110934.54,169287.99
5774,15643426,Robertson,Female,36,113680.54,13197.44
5775,15618245,Chukwumaobim,Male,31,117020.08,54439.53
5776,15717527,Ifeanacho,Female,49,145359.99,38186.85
5777,15793478,Li Fonti,Female,39,151391.68,27274.6
5778,15642248,Ko,Male,66,123935.35,65758.19
5779,15640377,Goloubev,Female,36,0,97767.63
5780,15723950,Kruglov,Male,40,70291.02,115468.84
5781,15590327,Liao,Female,42,166031.45,98293.14
5782,15706199,White,Male,36,96643.32,182059.28
5783,15671514,Sinclair,Female,33,0,128538.05
5784,15727041,Fiorentini,Male,71,0,108841.83
5785,15738063,Shen,Male,29,0,18581.84
5786,15711733,Rapuokwu,Male,48,0,146821.42
5787,15652320,Woronoff,Male,40,0,100727.68
5788,15634180,Holden,Male,26,97268.1,39356.38
5789,15694566,Roberts,Female,42,0,169921.11
5790,15726103,Tsou,Female,55,76296.81,42364.75
5791,15646351,Somerville,Male,27,0,28823.04
5792,15730044,Greco,Female,42,64497.94,182436.81
5793,15795186,Leonard,Male,38,0,115700.2
5794,15784890,McKenzie,Female,32,0,16725.53
5795,15694125,McElhone,Male,57,0,56875.76
5796,15565891,Dipietro,Male,39,0,56214.09
5797,15674254,Kerr,Female,45,0,193412.05
5798,15775206,Hunter,Male,37,0,83263.04
5799,15797627,Niehaus,Male,54,134249.7,13404.4
5800,15649853,Craig,Female,45,0,184474.15
5801,15610379,Barclay-Harvey,Male,30,105443.68,121124.53
5802,15659800,Teng,Female,50,0,152567.75
5803,15716236,Milani,Male,35,0,10722.54
5804,15672053,Mistry,Male,38,0,58010.98
5805,15663933,Jamieson,Female,35,86147.46,163440.8
5806,15814236,Kay,Female,38,96939.06,102606.92
5807,15583597,Ikedinachukwu,Male,47,106758.6,80591.18
5808,15607395,Holt,Female,33,112528.65,177362.45
5809,15694556,Nkemakolam,Male,60,116563.58,120257.7
5810,15744109,Hartung,Male,32,0,180622.02
5811,15800688,Ch'en,Female,42,0,130404.53
5812,15810878,Baker,Female,38,141786.78,147797.54
5813,15587835,Osinachi,Male,41,136416.82,57844.26
5814,15763515,Shih,Male,30,0,162523.66
5815,15725882,Feng,Female,40,133245.52,54495.82
5816,15788022,Sternberg,Female,41,90757.64,169183.66
5817,15663917,Adams,Male,43,92350.36,80262.91
5818,15656865,Gray,Male,69,78778.49,8751.59
5819,15667971,Shepherd,Female,34,102143.93,102628.98
5820,15800366,Walton,Male,29,0,94823.95
5821,15717231,Yang,Male,37,98459.6,90821.66
5822,15643188,Barnett,Female,47,114603.76,153194.32
5823,15671351,Romani,Male,35,0,87310.59
5824,15573628,Greene,Female,51,148074.79,146411.41
5825,15698953,Hart,Male,36,0,74048.1
5826,15753888,Johnston,Female,62,108004.64,23386.77
5827,15737961,Miller,Female,29,107712.57,92898.17
5828,15801701,Robson,Male,35,0,45956.05
5829,15684419,Wallace,Female,37,0,71738.56
5830,15794266,Cross,Male,32,145303.52,103560.98
5831,15810711,Marcum,Male,37,138476.41,52367.29
5832,15771270,North,Female,27,127471.56,152916.05
5833,15607786,Mao,Male,26,156551.63,4410.77
5834,15624519,Calabrese,Female,49,97092.87,74771.22
5835,15799910,Martin,Male,32,0,193817.63
5836,15602479,Fleming,Male,37,129312.79,26793.82
5837,15617419,Roberts,Female,29,100315.1,32526.64
5838,15657603,Finch,Female,35,81684.97,824
5839,15570379,Whitelegge,Male,51,88827.53,85250.77
5840,15772996,Rooke,Male,40,152092.44,83508.93
5841,15729574,Lu,Male,71,0,173599.38
5842,15737267,Marcelo,Female,49,0,79342.31
5843,15799128,Matthews,Female,38,102406.76,57600.66
5844,15813327,Romani,Male,21,109130.96,56191.99
5845,15711921,Scott,Male,29,0,6770.44
5846,15654300,Mao,Male,33,75242.28,101694.67
5847,15569945,Horsley,Male,29,0,69113.14
5848,15569666,Goddard,Female,45,0,172674.36
5849,15681887,Eskridge,Male,33,129142.54,26606.28
5850,15608873,Smith,Male,51,0,53353.36
5851,15762091,Simpson,Female,22,139129.92,63747.51
5852,15722053,Oguejiofor,Male,33,0,190112.05
5853,15782100,Holloway,Male,22,66483.32,110317.39
5854,15765300,L?,Male,40,62389.03,148623.43
5855,15743570,Feng,Female,34,0,125253.46
5856,15608541,Claiborne,Male,46,91857.66,101954.78
5857,15750671,Egobudike,Male,31,0,168462.26
5858,15813659,Folliero,Female,56,0,26215.85
5859,15757867,Bray,Female,30,176173.52,97045.32
5860,15652914,Ibrahimov,Male,38,0,53534.8
5861,15723818,Carpenter,Female,37,131834.76,8949.2
5862,15713819,Walsh,Male,48,92347.96,163116.75
5863,15656484,Woods,Male,40,0,140745.91
5864,15778515,Wu,Male,40,95297.11,171515.84
5865,15803840,Forbes,Female,32,0,150803.44
5866,15735339,Lynch,Male,39,0,76884.05
5867,15600392,Amaechi,Female,53,123845.36,170454.93
5868,15625740,Enriquez,Male,62,143426.34,143104.3
5869,15663817,Y?an,Male,46,0,55701.62
5870,15734461,Brooks,Male,31,112708.2,186370.3
5871,15780142,Wang,Male,43,100013.51,24275.32
5872,15709920,Burke,Female,33,208165.53,50774.81
5873,15684248,Meng,Male,21,0,154279.87
5874,15643158,Chiganu,Female,40,0,68462.59
5875,15693902,Hunt,Male,19,0,91036.74
5876,15578307,Lucchese,Female,33,121685.31,83681.97
5877,15585379,Humphries,Male,39,111525.02,199484.96
5878,15758510,Frolova,Male,26,0,152491.22
5879,15692918,Hsing,Male,36,113546.3,134875.37
5880,15705301,Parkes,Male,41,95696.52,184366.14
5881,15718231,Gregory,Male,28,88963.31,189839.93
5882,15567991,Obiuto,Male,31,144880.34,175643.44
5883,15772650,Longo,Male,55,136576.02,3268.17
5884,15574795,Lombardo,Female,38,63093.01,47089.72
5885,15706036,Lombardo,Male,38,132271.12,46562.02
5886,15723856,Gonzalez,Female,29,88814.4,62487.97
5887,15812920,Nwabugwu,Male,40,90594.55,181598.25
5888,15691287,Ford,Female,33,141816.25,64815.05
5889,15804797,Gilleland,Female,54,138547.97,70196.23
5890,15708650,Fullwood,Female,31,52192.08,160383.47
5891,15712777,Kao,Male,38,124976.19,35848.12
5892,15786469,Montalvo,Female,34,0,87278.48
5893,15669219,Wilson,Male,35,104356.38,94498.82
5894,15641004,Doyne,Female,48,150315.92,133486.36
5895,15648067,Onwuamaeze,Male,39,129299.28,73107.6
5896,15704014,K'ung,Male,37,140950.92,195333.98
5897,15645136,O'Donnell,Male,30,128065.12,121525.48
5898,15709604,McMillan,Male,23,107433.48,173843.21
5899,15713637,Chinedum,Male,34,117468.67,185227.42
5900,15793901,Capon,Female,27,0,125244.18
5901,15569759,Rawling,Female,27,0,163113.41
5902,15712930,Duncan,Male,42,0,123006.91
5903,15586504,Trevisani,Male,40,0,40463.03
5904,15677317,Ankudinova,Female,29,153040.03,131363.57
5905,15664270,Balsillie,Male,45,142084.04,188305.85
5906,15731519,Kerr,Female,30,0,143994.86
5907,15745623,Worsnop,Male,32,112079.58,89368.59
5908,15813862,Yevseyev,Male,66,132044.6,158365.89
5909,15641934,Manna,Female,46,66582.81,78753.12
5910,15713043,Siciliani,Female,33,0,100408.31
5911,15700749,Powell,Female,39,0,24677.54
5912,15697567,Bazarova,Male,33,0,39570.78
5913,15715414,White,Female,38,102895.1,155665.76
5914,15639530,Buda,Male,42,0,168294.27
5915,15726058,Cattaneo,Male,27,117578.35,87908.01
5916,15725665,Lo,Male,47,198546.1,191198.92
5917,15698872,Brown,Female,39,0,191207.03
5918,15812184,Rose,Female,31,0,128954.05
5919,15742609,Lombardo,Male,28,116623.31,59905.29
5920,15815043,McMillan,Male,49,0,162012.6
5921,15640648,Howe,Male,36,0,19231.98
5922,15627203,Hsu,Male,54,0,175749.36
5923,15786196,Han,Female,44,105770.7,60533.96
5924,15612095,Calabrese,Female,48,0,137508.42
5925,15674368,Riley,Female,39,94435.45,189430.86
5926,15783477,Biryukov,Female,39,112889.91,6723.66
5927,15757559,Broadhurst,Female,53,0,41371.68
5928,15591036,Genovesi,Female,43,127940.47,125140.72
5929,15761241,Hsieh,Female,36,129745.1,143683.75
5930,15695078,Kemp,Male,32,0,170770.44
5931,15645744,Chukwudi,Female,30,0,157397.57
5932,15566988,Iqbal,Female,46,141535.52,50595.15
5933,15749300,Teng,Female,47,139914.27,50390.98
5934,15594340,Tao,Male,41,120243.49,163150.03
5935,15607065,Chinedum,Male,34,91835.16,138280.17
5936,15778089,Stevenson,Male,37,0,135067.02
5937,15773723,Duncan,Female,22,67178.19,163534.75
5938,15697035,Garrett,Female,31,0,86657.48
5939,15679668,Yao,Male,38,115378.94,162087.82
5940,15709861,He,Male,30,127786.28,28879.3
5941,15791958,Mazzi,Female,41,0,169203.51
5942,15791030,Edwards,Female,33,64900.32,102426.12
5943,15695339,Lucchesi,Male,53,109172.88,54676.1
5944,15658813,Siciliani,Female,55,0,18369.33
5945,15715709,Shih,Male,43,114091.38,159888.1
5946,15722533,Logue,Female,40,0,167636.15
5947,15683118,Rechner,Male,32,0,138889.15
5948,15672798,O'Brien,Female,45,145933.27,199392.14
5949,15680112,Stewart,Female,35,131504.73,189560.43
5950,15714575,Batt,Female,44,107926.02,17375.27
5951,15806808,Hope,Female,57,112281.6,140225.14
5952,15590637,Ahmed,Male,41,0,61018.85
5953,15657535,Pearson,Male,29,0,51907.72
5954,15696141,Kruglov,Female,31,0,47018.75
5955,15811947,Gordon,Male,33,124781.67,33700.52
5956,15649024,Trujillo,Female,39,132865.56,59636.43
5957,15594928,Pagnotto,Female,38,129055.13,157147.59
5958,15765532,Horton,Male,76,96166.88,191393.26
5959,15741719,DeRose,Female,40,165298.12,199862.75
5960,15665629,Chiang,Female,33,0,20016.59
5961,15728917,Gill,Male,48,120682.53,30635.52
5962,15762993,Trevisano,Male,32,102773.15,117832.88
5963,15571193,Morrison,Male,42,144386.32,22497.1
5964,15653521,Onuora,Female,40,104449.8,747.88
5965,15802220,Ikenna,Male,35,137102.65,76870.81
5966,15644132,Mancini,Female,30,142475.87,107848.24
5967,15600832,Moss,Female,43,0,103726.71
5968,15797919,Ting,Male,37,103195.2,178268.36
5969,15603743,Tai,Male,28,112070.44,126281.83
5970,15579714,Pan,Female,29,0,196651.72
5971,15634295,Wilson,Male,35,96473.59,5962.3
5972,15786680,Bianchi,Male,37,0,21928.81
5973,15623499,Holman,Male,49,108437.89,127022.87
5974,15691823,Obidimkpa,Male,37,153195.59,162763.01
5975,15809279,Wallace,Male,45,96877.21,113950.51
5976,15758039,Ash,Male,44,0,104930.46
5977,15807163,Ku,Female,38,0,52337.97
5978,15631639,Uspensky,Female,40,95452.89,179964.55
5979,15713770,Shih,Male,41,63873.56,83753.64
5980,15698167,Kumm,Female,24,148298.59,182913.95
5981,15781710,Carey,Female,31,0,166720.28
5982,15801296,Farber,Female,37,143258.85,192721.98
5983,15704378,Calabrese,Male,37,121342.24,180241.44
5984,15767891,Findlay,Female,28,99152.73,48475.12
5985,15640667,Yu,Female,41,0,126551.48
5986,15702145,Edments,Male,33,68423.89,64872.55
5987,15679738,Brown,Female,35,0,98031.53
5988,15636634,Lindon,Female,25,79656.81,93524.22
5989,15809227,Chukwudi,Male,35,0,56991.66
5990,15601811,Caldwell,Female,53,110240.04,183980.56
5991,15625494,Li Fonti,Female,32,125321.84,130234.63
5992,15723737,Pitcher,Male,27,0,32454.26
5993,15682955,Capon,Female,32,84378.9,75396.43
5994,15758856,Kable,Male,45,0,167756.45
5995,15746065,Lo Duca,Male,35,136281.41,24799.47
5996,15783865,Kulikova,Male,59,119380.37,60429.43
5997,15745455,Navarrete,Male,62,108716.59,74241.09
5998,15583033,Huguley,Female,20,0,78310.82
5999,15644212,Han,Male,28,0,119419.37
6000,15735688,Horsley,Female,31,106596.29,91305.77
6001,15658577,Massie,Female,37,99546.25,25136.95
6002,15606887,Singh,Female,30,0,193880.6
6003,15783026,H?,Female,41,0,47856.78
6004,15579892,Doyle,Male,19,112615.86,4491.77
6005,15802088,Grant,Female,22,0,101311.95
6006,15589323,Law,Female,24,0,38830.72
6007,15636395,King,Female,31,0,26817.23
6008,15712772,Onwubiko,Male,28,75381.15,199727.72
